Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (umhos/cm)-Minimum,CONDUCTIVITY (umhos/cm)-Maximum,CONDUCTIVITY (umhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean,WaterQualityCategory_encoded
2839,"WATER QUALITY OF LAKE, POND & TANK","PUKHRI AT LANGMEIDONG, DISTT. THOUBAL",MANIPUR,19.0,27.0,23.0,3.7,9.8,6.8,6.7,6.9,6.8,279.0,326.0,302.0,2.0,4.2,3.1,0.1,0.93,0.4,18.0,520.0,244.0,20.0,45.0,33.0,0.4,0.5696,0.51,4
2840,"WATER QUALITY OF LAKE, POND & TANK","LAMJAO PUKHURI AT ACHOUBA,DISTT. THOUBAL",MANIPUR,21.0,27.0,24.0,3.9,9.4,6.7,7.0,7.6,7.3,159.0,290.0,225.0,1.9,4.3,3.1,0.1,0.93,0.4,18.0,520.0,244.0,10.0,60.0,35.0,0.4,0.5696,0.51,4
2841,"WATER QUALITY OF LAKE, POND & TANK",HIRANMEI PUKHURI AT THOUBAL,MANIPUR,20.0,27.0,23.5,3.7,9.6,6.7,6.8,6.9,6.9,224.0,572.0,398.0,1.8,2.1,2.0,0.1,0.93,0.4,18.0,520.0,244.0,20.0,25.0,23.0,0.4,0.5696,0.51,4
2842,"WATER QUALITY OF LAKE, POND & TANK",LANGMEIDONG PUKHURI AT THOUBAL,MANIPUR,20.0,20.0,20.0,6.2,6.2,6.2,6.9,6.9,6.9,186.0,186.0,186.0,4.1,4.1,4.1,0.1,0.93,0.4,18.0,520.0,244.0,5.0,5.0,5.0,0.4,0.5696,0.51,4
2843,"WATER QUALITY OF LAKE, POND & TANK","POND AT LALAMBUNG, IMPHAL WEST",MANIPUR,21.0,27.0,24.0,3.2,8.2,5.7,7.0,7.2,7.1,355.0,574.0,464.0,2.1,2.1,2.1,0.1,0.93,0.4,18.0,520.0,244.0,20.0,40.0,30.0,0.4,0.5696,0.51,4
2844,"WATER QUALITY OF LAKE, POND & TANK",LILONG PUKHURI AT IMPHAL WEST,MANIPUR,21.0,27.0,24.0,2.9,8.1,5.5,7.1,8.1,7.6,190.0,406.0,298.0,1.6,2.4,2.0,0.1,0.93,0.4,18.0,520.0,244.0,30.0,35.0,33.0,0.4,0.5696,0.51,4
2845,"WATER QUALITY OF LAKE, POND & TANK","POND AT NGAIRANGBAM, IMPHAL WEST",MANIPUR,20.0,27.0,23.5,4.1,8.4,6.3,7.1,7.2,7.2,60.0,162.0,111.0,2.1,4.0,3.1,0.1,0.93,0.4,18.0,520.0,244.0,10.0,15.0,13.0,0.4,0.5696,0.51,4
2846,"WATER QUALITY OF LAKE, POND & TANK","POND AT MOIDANGPOK, IMPHAL WEST",MANIPUR,21.0,27.0,24.0,3.6,9.0,6.3,6.9,6.9,6.9,71.0,122.0,96.0,2.3,2.4,2.4,0.1,0.93,0.4,18.0,520.0,244.0,25.0,40.0,33.0,0.4,0.5696,0.51,4
2847,"WATER QUALITY OF LAKE, POND & TANK","POND AT MAIBAM LOKPACHING, IMPHAL WEST",MANIPUR,20.0,27.0,23.5,3.8,8.2,6.0,6.7,7.1,6.9,73.0,115.0,94.0,1.6,2.4,2.0,0.1,0.93,0.4,18.0,520.0,244.0,15.0,75.0,45.0,0.4,0.5696,0.51,4
2848,"WATER QUALITY OF LAKE, POND & TANK","POND AT KAKWA BAZAR, IMPHALWEST",MANIPUR,21.0,27.0,24.0,3.1,6.0,4.6,7.3,8.9,8.1,42.0,576.0,309.0,2.5,5.8,4.2,0.1,0.93,0.4,18.0,520.0,244.0,35.0,200.0,118.0,0.4,0.5696,0.51,4
2849,"WATER QUALITY OF LAKE, POND & TANK","CHANAM PUKHURI, IMPHAL WEST",MANIPUR,22.0,27.0,24.5,3.2,8.0,5.6,7.5,9.0,8.3,43.0,365.0,204.0,2.6,2.6,2.6,0.1,0.93,0.4,18.0,520.0,244.0,25.0,500.0,263.0,0.4,0.5696,0.51,4
2850,"WATER QUALITY OF LAKE, POND & TANK","NINGTHEM PUKHURI, IMPHAL EAST",MANIPUR,21.0,27.0,24.0,3.8,4.1,4.0,6.7,8.2,7.5,27.0,356.0,191.0,0.4,1.9,1.2,0.1,0.93,0.4,18.0,520.0,244.0,15.0,300.0,158.0,0.4,0.5696,0.51,4
2851,"WATER QUALITY OF LAKE, POND & TANK","POND AT KONGBA BAZAR, IMPHALEAST",MANIPUR,21.0,27.0,24.0,3.0,9.0,6.0,7.8,8.4,8.1,374.0,559.0,466.0,2.5,29.8,16.1,0.1,0.93,0.4,18.0,520.0,244.0,25.0,30.0,28.0,0.4,0.5696,0.51,4
1347,"WATER QUALITY OF LAKE, POND & TANK",UMIAM LAKE AT BARAPANI,MEGHALAYA,13.0,27.0,21.5,4.0,9.2,7.1,6.9,7.3,7.1,200.0,290.0,256.0,2.5,12.0,7.9,0.52,2.49,0.9,1300.0,3800.0,2592.0,2400.0,5000.0,3583.0,0.4,0.5696,0.51,4
1348,"WATER QUALITY OF LAKE, POND & TANK",WARD LAKE AT SHILONG EAST,MEGHALAYA,12.0,25.0,19.0,6.2,8.0,6.9,6.9,7.4,7.2,210.0,270.0,239.0,5.5,9.0,7.3,0.5,1.65,0.98,2100.0,3500.0,2692.0,2600.0,4500.0,3525.0,0.4,0.5696,0.51,4
1459,"WATER QUALITY OF LAKE, POND & TANK",THADLASKEIN LAKE,MEGHALAYA,14.0,25.0,21.4,6.0,8.4,7.5,6.6,7.2,7.0,55.0,92.0,76.0,0.8,2.2,1.5,0.16,0.9,0.49,23.0,79.0,40.0,31.0,110.0,64.0,0.4,0.5696,0.51,4
1727,"WATER QUALITY OF LAKE, POND & TANK",LAXMI NARAYAN BARI PALACECOMPOUND,TRIPURA,27.5,30.0,28.8,6.4,6.9,6.6,7.5,8.2,7.8,210.0,256.0,232.0,2.1,3.8,2.8,0.62,1.31,0.88,29.0,360.0,278.0,420.0,510.0,458.0,0.4,0.5696,0.51,4
1728,"WATER QUALITY OF LAKE, POND & TANK","RUDRASAGAR, SONUMURA",TRIPURA,27.5,30.0,28.9,6.1,6.6,6.4,7.9,8.1,8.0,176.0,250.0,203.0,2.4,3.4,3.0,0.32,0.55,0.41,340.0,540.0,436.0,480.0,580.0,528.0,0.4,0.5696,0.51,4
2557,"WATER QUALITY OF LAKE, POND & TANK","KAWAR LAKE, BEGUSARAI",BIHAR,15.0,26.0,21.3,4.2,9.4,7.2,7.4,8.1,7.8,446.0,446.0,446.0,2.7,3.6,3.0,0.1,0.93,0.4,1100.0,2400.0,1725.0,3000.0,5000.0,3500.0,0.4,0.5696,0.51,4
2571,"WATER QUALITY OF LAKE, POND & TANK",MOTI JHEEL AT MOTIHARII,BIHAR,21.0,30.0,27.0,7.4,7.8,7.6,7.3,8.4,7.9,745.0,947.0,849.0,2.9,3.5,3.1,0.1,0.93,0.4,1700.0,9000.0,5233.0,3000.0,24000.0,17000.0,0.4,0.5696,0.51,4
2573,"WATER QUALITY OF LAKE, POND & TANK",TIGHI TALAB AT GAYA,BIHAR,22.0,24.0,23.0,6.0,6.8,6.4,6.6,8.6,7.6,516.0,1038.0,821.0,2.9,3.0,2.9,0.1,0.93,0.4,1300.0,9000.0,4000.0,3000.0,16000.0,7333.0,0.4,0.5696,0.51,4
2574,"WATER QUALITY OF LAKE, POND & TANK",SURAJ KUND AT GAYA,BIHAR,21.0,25.0,23.3,6.2,7.2,6.7,6.8,7.7,7.4,803.0,964.0,859.0,2.8,3.5,3.1,0.1,0.93,0.4,1100.0,3000.0,1833.0,2800.0,9000.0,6933.0,0.4,0.5696,0.51,4
2394,"WATER QUALITY OF LAKE, POND & TANK",TOP CHACHI LAKE,JHARKHAND,17.0,17.0,17.0,6.0,6.0,6.0,8.0,8.0,8.0,257.0,524.0,368.0,0.2,0.2,0.2,0.1,0.93,0.4,18.0,520.0,244.0,210.0,1450.0,558.5,0.4,0.5696,0.51,4
2398,"WATER QUALITY OF LAKE, POND & TANK","DIMNA LAKE,DIMNA",JHARKHAND,18.0,35.0,26.2,3.3,8.2,7.4,7.4,7.7,7.5,162.0,356.0,187.0,0.4,1.1,0.6,4.66,7.43,5.42,18.0,520.0,244.0,210.0,1450.0,558.5,0.4,0.5696,0.51,4
2400,"WATER QUALITY OF LAKE, POND & TANK","RANCHI LAKE,RANCHI",JHARKHAND,15.5,25.5,22.1,4.0,7.6,5.9,5.8,8.0,7.4,257.0,524.0,368.0,4.0,35.0,12.1,0.1,0.93,0.4,230.0,230.0,230.0,2400.0,2400.0,2400.0,0.4,0.5696,0.51,4
2431,"WATER QUALITY OF LAKE, POND & TANK",BINDUSAGAR ( RELIGIOUS POND OFBHUBANESWAR CITY),ORISSA,23.0,34.0,28.3,6.9,15.3,11.4,6.7,8.9,7.8,300.0,549.0,433.0,6.2,31.0,11.7,0.08,3.99,1.98,90.0,160000.0,18333.0,200.0,160000.0,36200.0,0.4,0.5696,0.51,4
2432,"WATER QUALITY OF LAKE, POND & TANK",NARENDRA POKHARI ( RILIGIOUSPOND OF PURI CITY),ORISSA,23.0,35.0,28.0,3.5,20.6,12.0,7.8,8.4,8.2,723.0,1113.0,924.0,2.7,45.0,11.4,0.26,6.0,2.01,78.0,11000.0,2565.0,580.0,35000.0,6465.0,0.4,0.5696,0.51,4
2433,"WATER QUALITY OF LAKE, POND & TANK",MARKANDA POKHARI ( RILIGIOUSPOND OF PURI CITY),ORISSA,22.0,35.0,27.7,8.9,17.9,12.3,7.3,8.5,8.1,495.0,831.0,715.0,1.0,14.0,6.4,1.75,9.78,6.86,20.0,17000.0,4104.0,80.0,28000.0,9032.0,0.4,0.5696,0.51,4
2434,"WATER QUALITY OF LAKE, POND & TANK",INDRADYUMNA TANK ( RILIGIOUSPOND OF PURI CITY),ORISSA,23.0,36.0,27.9,6.4,15.0,10.0,7.5,8.4,8.1,523.0,742.0,634.0,3.5,13.0,7.3,0.17,2.27,1.45,170.0,22000.0,5310.0,490.0,54000.0,12865.0,0.4,0.5696,0.51,4
2435,"WATER QUALITY OF LAKE, POND & TANK",SWETAGANGA ( RILIGIOUS POND OFPURI CITY),ORISSA,22.0,34.0,27.1,8.9,17.9,12.3,7.5,8.4,8.0,417.0,1460.0,1104.0,1.6,190.0,38.2,0.46,10.73,5.57,80.0,160000.0,15231.0,430.0,160000.0,20347.0,0.4,0.5696,0.51,4
2436,"WATER QUALITY OF LAKE, POND & TANK",PARVATI SAGAR ( RILIGIOUS POND OF PURI CITY),ORISSA,22.0,33.0,27.5,2.9,9.5,6.9,7.6,8.2,7.9,573.0,731.0,643.0,1.5,11.0,5.7,0.2,6.11,1.48,170.0,92000.0,11038.0,320.0,160000.0,19868.0,0.4,0.5696,0.51,4
2437,"WATER QUALITY OF LAKE, POND & TANK",CHILKA LAKE (RAMSAR SITE),ORISSA,23.0,33.0,28.1,5.8,9.0,7.2,6.7,8.5,7.9,8978.0,48010.0,29496.0,0.3,3.7,2.0,0.12,2.92,0.88,2.0,790.0,151.0,2.0,1700.0,361.0,0.4,0.5696,0.51,4
2438,"WATER QUALITY OF LAKE, POND & TANK",ANSHUPA,ORISSA,20.0,36.0,26.3,5.3,10.5,8.1,7.3,8.3,7.8,125.0,200.0,167.0,1.0,5.7,2.2,0.02,1.97,0.49,45.0,7000.0,1039.0,120.0,11000.0,2123.0,0.4,0.5696,0.51,4
1765,"WATER QUALITY OF LAKE, POND & TANK","RABINDRASAROVAR NATIONAL LAKE,CALCUTTA",WEST BENGAL,20.0,33.0,27.3,3.6,12.1,8.4,7.6,8.4,7.9,292.0,358.0,326.0,0.9,7.6,3.9,0.0,0.14,0.06,4000.0,170000.0,29750.0,8000.0,280000.0,56583.0,0.4,0.5696,0.51,4
2503,"WATER QUALITY OF LAKE, POND & TANK",HATISHALA GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,20.0,35.0,29.6,5.8,17.9,10.9,7.6,8.9,8.2,678.0,790.0,747.0,5.7,18.0,9.3,0.05,1.15,0.42,1700.0,170000.0,42973.0,3300.0,220000.0,67300.0,0.4,0.5696,0.51,4
2504,"WATER QUALITY OF LAKE, POND & TANK",MAINH GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,20.0,35.0,29.6,4.6,17.5,11.3,7.5,8.7,8.2,675.0,789.0,746.0,4.8,15.0,9.7,0.09,1.22,0.52,7000.0,300000.0,81818.0,11000.0,500000.0,129455.0,0.4,0.5696,0.51,4
2505,"WATER QUALITY OF LAKE, POND & TANK",HANUMAN GHAT ON DUDHPUKUR ATTARAKESHWAR,WEST BENGAL,21.0,36.0,30.3,6.6,20.9,12.0,7.6,8.8,8.2,675.0,791.0,743.0,5.5,24.0,10.8,0.02,1.1,0.37,1400.0,130000.0,29582.0,2200.0,170000.0,42564.0,0.4,0.5696,0.51,4
2519,"WATER QUALITY OF LAKE, POND & TANK",KOCHBIHAR LAKE (SAGAR DIGHI),WEST BENGAL,10.0,35.0,26.7,7.8,10.0,9.0,6.9,8.9,7.4,257.0,524.0,368.0,1.1,6.7,3.3,0.02,0.27,0.11,4000.0,140000.0,24291.0,8000.0,270000.0,59364.0,0.4,0.5696,0.51,4
2520,"WATER QUALITY OF LAKE, POND & TANK",MIRIKH LAKE,WEST BENGAL,8.0,24.0,16.3,6.0,9.5,7.8,6.5,7.5,6.8,103.0,137.0,112.0,1.6,8.0,4.0,0.1,0.59,0.28,2200.0,140000.0,45655.0,4900.0,350000.0,119536.0,0.4,0.5696,0.51,4
2521,"WATER QUALITY OF LAKE, POND & TANK",WATER RESERVIOR AT DELO,WEST BENGAL,12.0,25.0,19.2,7.5,10.2,8.5,6.8,7.8,7.3,91.0,91.0,91.0,0.5,6.8,2.5,0.03,0.34,0.17,900.0,26000.0,6810.0,1700.0,33000.0,10320.0,0.4,0.5696,0.51,4
2522,"WATER QUALITY OF LAKE, POND & TANK",SINCHAL LAKE FOR DARJEELING,WEST BENGAL,6.0,16.0,12.1,7.8,10.7,9.0,6.2,7.6,7.1,257.0,524.0,368.0,1.1,5.9,3.0,0.03,0.32,0.17,400.0,27000.0,8227.0,1100.0,110000.0,19055.0,0.4,0.5696,0.51,4
2539,"WATER QUALITY OF LAKE, POND & TANK",BELBONI LAKE NEAR BARJORA,WEST BENGAL,19.0,33.0,27.0,7.3,9.0,8.0,6.2,8.0,7.1,83.0,257.0,151.0,1.3,6.8,3.5,0.02,0.55,0.14,400.0,1400.0,800.0,230.0,8000.0,2443.0,0.4,0.5696,0.51,4
2544,"WATER QUALITY OF LAKE, POND & TANK",SAHEBBANDH AT PURULIA,WEST BENGAL,17.0,32.5,25.2,5.5,9.4,7.3,7.1,7.8,7.5,372.0,570.0,464.0,1.4,6.4,3.6,0.1,0.93,0.56,400.0,11000.0,3510.0,1700.0,50000.0,12800.0,0.4,0.5696,0.51,4
15,GROUND WATER QUALITY,"WELL AT KUYYURA, A.P.",ANDHRA PRADESH,23.0,28.0,25.5,5.6,7.7,6.8,6.82,7.85,7.3,195.0,226.0,211.0,2.9,2.9,3.0,0.1,0.25,0.2,22.0,22.0,22.0,380.0,380.0,380.0,0.11,0.42,0.27,0
16,GROUND WATER QUALITY,WELL AT TADAVAI A.P.,ANDHRA PRADESH,27.0,28.0,25.5,5.6,7.7,6.8,7.21,7.72,7.5,663.0,1121.0,892.0,0.2,1.0,1.0,21.4,24.0,22.7,17.0,17.0,17.0,1600.0,1600.0,1600.0,0.66,0.72,0.69,0
26,GROUND WATER QUALITY,"WELL AT VIJAYWADA, A.P.",ANDHRA PRADESH,26.0,32.0,30.0,5.6,7.7,6.8,7.19,7.39,7.3,1601.0,1661.0,1631.0,0.5,0.5,1.0,0.19,0.28,0.2,2.0,2.0,2.0,700.0,700.0,700.0,0.76,0.92,0.83,0
27,GROUND WATER QUALITY,"WELL AT PEDDAVOORA, A.P.",ANDHRA PRADESH,26.0,27.0,26.5,5.6,7.7,6.8,7.82,8.8,8.3,1420.0,1668.0,1544.0,3.0,3.5,3.0,14.0,22.0,18.0,4.0,6.0,4.0,10.0,35.0,23.0,0.1,1.0,0.55,0
1513,GROUND WATER QUALITY,"B W. - KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR VIJJAYAWADA, KRISNA DIST., A.P.",ANDHRA PRADESH,25.0,30.0,27.0,5.6,7.7,6.8,6.8,7.11,6.9,1454.0,1575.0,1519.0,0.5,0.5,1.0,0.18,0.26,0.2,2.0,2.0,2.0,800.0,800.0,800.0,0.62,0.82,0.73,0
1514,GROUND WATER QUALITY,"B/W. - VIJAY KUMAR AUTONAGARVIJAYAWADA, KRISHNA DIST.",ANDHRA PRADESH,24.0,31.0,27.0,5.6,7.7,6.8,6.77,7.43,7.1,1559.0,1649.0,1611.0,0.3,0.4,0.0,0.13,0.22,0.2,2.0,2.0,2.0,800.0,800.0,800.0,0.58,0.74,0.66,0
1515,GROUND WATER QUALITY,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM DIST., A.P.",ANDHRA PRADESH,22.0,24.0,23.0,5.6,7.7,6.8,6.95,7.2,7.1,1788.0,2160.0,2032.0,0.5,0.6,1.0,1.88,4.28,3.2,2.0,2.0,2.0,600.0,800.0,667.0,0.68,0.92,0.81,0
1516,GROUND WATER QUALITY,B W OF NAVLOK GARDENS NELLORE,ANDHRA PRADESH,29.0,29.0,29.0,5.6,7.7,6.8,7.46,8.04,7.8,696.0,1082.0,889.0,0.5,0.5,1.0,0.48,0.87,0.7,2.0,2.0,2.0,800.0,800.0,800.0,0.56,0.68,0.62,0
1517,GROUND WATER QUALITY,"B/W. - TUNGBHADRA RIVER NEAR KURNOOL, A.P.",ANDHRA PRADESH,26.0,27.0,27.0,5.6,7.7,6.8,7.39,8.0,7.6,1240.0,1662.0,1397.0,1.4,2.4,2.0,2.0,2.6,2.3,3.0,12.0,6.0,16.0,28.0,23.0,1.0,2.4,1.64,0
1518,GROUND WATER QUALITY,"B/W. - NANDYAL, KURNOOL DIST., A.P.",ANDHRA PRADESH,26.0,28.0,27.0,5.6,7.7,6.8,7.17,8.2,7.8,1650.0,2850.0,2391.0,1.2,1.6,1.0,2.8,8.4,4.0,4.0,12.0,9.0,12.0,26.0,19.0,0.4,0.67,0.55,0
1519,GROUND WATER QUALITY,"B/W. - NAGIRI, CHITTOOR DIST., A.P",ANDHRA PRADESH,18.0,28.0,22.0,5.6,7.7,6.8,7.05,7.8,7.4,1460.0,2130.0,1737.0,1.2,1.8,1.0,16.1,22.0,19.0,2.0,10.0,6.0,9.0,16.0,12.0,0.3,1.8,0.93,0
1520,GROUND WATER QUALITY,"B/W. - SWARNAMUKHI RIVER,SRIKALAHASTI, CHITTOOR DIST.",ANDHRA PRADESH,20.0,26.0,23.2,5.6,7.7,6.8,7.36,8.4,7.9,829.0,1428.0,1054.0,1.4,3.0,2.0,0.4,14.0,8.5,4.0,140.0,30.0,6.0,1200.0,213.0,0.3,4.0,2.15,0
1521,GROUND WATER QUALITY,"O/W. - NEAR RAMA TEMPLE , WARD No.2 , MINDI , VISAKHAPATNAM, A.P",ANDHRA PRADESH,25.0,27.4,26.2,5.6,7.7,6.8,7.5,7.54,7.5,3120.0,4111.0,3616.0,1.0,1.0,1.0,8.08,13.9,11.0,3.0,3.0,3.0,4.0,7.0,5.5,0.37,1.14,0.76,0
1522,GROUND WATER QUALITY,O/W. PEDDANUYYI - VIZIANAGARAM,ANDHRA PRADESH,25.0,36.0,27.6,5.6,7.7,6.8,7.08,7.8,7.3,671.0,1580.0,1151.0,1.0,1.5,1.0,1.34,24.1,8.0,3.0,3.0,3.0,23.0,210.0,78.0,0.43,1.4,0.87,0
1523,GROUND WATER QUALITY,"B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST.",ANDHRA PRADESH,24.2,25.0,24.6,5.6,7.7,6.8,7.6,7.71,7.7,234.0,370.0,302.0,0.8,1.0,1.0,0.32,1.68,1.0,3.0,3.0,3.0,3.0,15.0,9.0,0.12,0.12,0.12,0
1524,GROUND WATER QUALITY,"O/W. -NEAR PARTAP NAGAR BRIIDGE -KAKINADA , E.G.DIST., A.P",ANDHRA PRADESH,25.0,26.0,25.5,5.6,7.7,6.8,7.2,7.38,7.3,875.0,1345.0,1110.0,1.0,1.4,1.0,0.76,10.06,5.0,3.0,3.0,3.0,11.0,23.0,17.0,0.08,0.31,0.2,0
1525,GROUND WATER QUALITY,"B/W - IDA , NEAR CHAITANYA CHLORIDES ,PASHAMAYLAM , MEDAK",ANDHRA PRADESH,26.0,26.0,26.0,5.6,7.7,6.8,6.9,6.9,6.9,1925.0,1925.0,1925.0,2.5,2.5,3.0,6.0,6.0,6.0,4.0,6.0,4.0,12.0,12.0,12.0,0.8,0.8,0.8,0
1791,GROUND WATER QUALITY,"B/W. - EAST OF SAICHERUVU,PAIDIPALLY (V),WARANGAL DIST.",ANDHRA PRADESH,28.0,29.0,28.5,5.6,7.7,6.8,6.76,7.43,7.1,2610.0,4525.0,3568.0,0.7,0.7,1.0,0.01,0.019,0.014,350.0,350.0,350.0,1600.0,1600.0,1600.0,1.6,2.08,1.84,0
1792,GROUND WATER QUALITY,"B/W -NEAR CKM COLLEGE ,ENUMAMULA (V) ,WARANGAL DIST.",ANDHRA PRADESH,26.0,28.0,27.0,5.6,7.7,6.8,6.87,7.38,7.1,2377.0,3120.0,2749.0,0.3,1.2,1.0,40.1,87.0,63.6,32.0,32.0,32.0,240.0,240.0,240.0,1.28,1.73,1.51,0
1793,GROUND WATER QUALITY,"O/W - BHOOMAIAH NEAR ASHPONDSOF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR, A.P",ANDHRA PRADESH,25.0,28.0,26.5,5.6,7.7,6.8,7.35,7.93,7.6,1664.0,1975.0,1820.0,1.5,2.3,2.0,22.0,25.4,23.7,22.0,22.0,22.0,1600.0,1600.0,1600.0,1.47,1.74,1.61,0
1794,GROUND WATER QUALITY,"B/W - MANAKONDUR (V) , KARIMNAGAR DIST., A.P",ANDHRA PRADESH,24.0,29.0,26.5,5.6,7.7,6.8,7.66,7.75,7.7,910.0,944.0,927.0,0.4,1.0,1.0,5.6,14.0,9.8,21.0,21.0,21.0,1600.0,1600.0,1600.0,1.79,2.07,1.93,0
1795,GROUND WATER QUALITY,"B/W. - PANCHAYAT OFFICE,,BOLLARAM (V) MEDAK DIST., A.P",ANDHRA PRADESH,26.0,27.0,26.5,5.6,7.7,6.8,7.0,7.2,7.1,6870.0,7120.0,6995.0,12.0,13.0,13.0,5.4,16.0,10.7,4.0,6.0,4.0,120.0,265.0,193.0,0.64,0.72,0.68,0
1810,GROUND WATER QUALITY,"B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR, BODHAN, NIZAMABAD DIST. , A.P",ANDHRA PRADESH,28.0,28.0,28.0,5.6,7.7,6.8,7.18,7.6,7.4,1014.0,2044.0,1529.0,2.5,3.8,3.0,38.0,41.0,39.5,4.0,6.0,4.0,46.0,62.0,54.0,1.2,1.4,1.3,0
1811,GROUND WATER QUALITY,"B/W. - PRIMARY SCHOOL -RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P",ANDHRA PRADESH,26.0,27.0,26.5,5.6,7.7,6.8,8.2,8.3,8.3,1050.0,1100.0,1075.0,3.2,3.4,3.0,0.6,1.2,0.9,0.0,15.0,8.0,10.0,20.0,15.0,0.8,0.9,0.85,0
1533,GROUND WATER QUALITY,"DIGBOI, TINSUKIA DISTT., ASSAM",ASSAM,23.0,24.0,23.5,5.6,7.7,6.8,5.9,6.9,6.4,234.0,518.0,376.0,0.3,0.8,0.55,0.1,0.35,0.2,4.0,6.0,4.0,1.0,1.0,1.0,0.56,0.56,0.56,0
1534,GROUND WATER QUALITY,"KARBI ANGLONG DISTT., ASSAM",ASSAM,32.0,35.0,33.5,5.6,7.7,6.8,4.7,5.8,5.3,714.0,847.0,781.0,1.9,3.2,2.55,0.1,0.14,0.1,4.0,6.0,4.0,1.0,1.0,1.0,0.57,0.57,0.57,0
1535,GROUND WATER QUALITY,"SIBSAGAR , ASSAM",ASSAM,20.0,27.0,23.5,5.6,7.7,6.8,6.2,6.7,6.5,243.0,365.0,304.0,1.2,2.5,1.85,0.1,0.25,0.2,4.0,6.0,4.0,1.0,1.0,1.0,0.53,0.53,0.53,0
1536,GROUND WATER QUALITY,"SIBSAGAR, ASSAM",ASSAM,19.0,24.0,21.5,5.6,7.7,6.8,6.0,7.1,6.6,140.0,175.0,158.0,0.9,2.2,1.55,0.1,0.17,0.1,4.0,6.0,4.0,1.0,1.0,1.0,0.68,0.68,0.68,0
1537,GROUND WATER QUALITY,"(JORHAT, ASSAM",ASSAM,22.0,30.0,26.0,5.6,7.7,6.8,6.1,7.0,6.6,115.0,430.0,273.0,1.4,3.1,2.25,0.12,0.28,0.2,4.0,6.0,4.0,1.0,1.0,1.0,0.29,0.29,0.29,0
1538,GROUND WATER QUALITY,"SILCHAR, ASSAM",ASSAM,12.0,15.0,13.5,5.6,7.7,6.8,6.5,7.1,6.8,711.0,913.0,812.0,3.9,6.5,5.2,0.17,0.31,0.2,4.0,6.0,4.0,1.0,1.0,1.0,0.34,0.34,0.34,0
1539,GROUND WATER QUALITY,"BARPETA, ASSAM",ASSAM,24.0,26.0,25.0,5.6,7.7,6.8,6.5,7.5,7.0,111.0,562.0,337.0,0.4,1.6,1.0,0.1,0.19,0.1,4.0,6.0,4.0,1.0,1.0,1.0,0.28,0.28,0.28,0
1540,GROUND WATER QUALITY,"BONAIGAON, ASSAM",ASSAM,23.0,25.0,24.0,5.6,7.7,6.8,6.6,6.9,6.8,264.0,630.0,447.0,0.8,1.2,1.0,0.16,0.4,0.3,4.0,6.0,4.0,1.0,1.0,1.0,0.53,0.53,0.53,0
1541,GROUND WATER QUALITY,"GUWAHATI, ASSAM",ASSAM,25.0,25.0,25.0,5.6,7.7,6.8,6.4,6.9,6.7,387.0,476.0,432.0,1.0,1.5,1.25,0.12,0.26,0.2,4.0,6.0,4.0,910.0,910.0,910.0,0.35,0.35,0.35,0
1542,GROUND WATER QUALITY,"GUWAHATI, ASSAM",ASSAM,25.0,29.0,27.0,5.6,7.7,6.8,7.1,8.1,7.6,412.0,561.0,487.0,1.9,3.4,2.65,0.1,0.1,0.1,4.0,6.0,4.0,300.0,300.0,300.0,1.0,1.0,1.0,0
2243,GROUND WATER QUALITY,"GROUND WATER FROM LEDO,MARGHERITA",ASSAM,24.0,25.0,24.5,5.6,7.7,6.8,5.1,6.1,5.6,324.0,532.0,428.0,0.5,2.1,1.3,3.61,10.54,7.1,4.0,6.0,4.0,1.0,1.0,1.0,0.53,0.53,0.53,0
