Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (umhos/cm)-Minimum,CONDUCTIVITY (umhos/cm)-Maximum,CONDUCTIVITY (umhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean,WaterQualityCategory_encoded
1526,WATER QUALITY OF RIVER BRAHMAPUTRA,BRAHMPUTRA AT DHENUKHAPAHAR,ASSAM,19.0,29.0,24.3,7.1,8.9,7.7,6.8,8.5,7.5,112.0,210.0,152.0,0.8,4.1,2.1,0.1,0.3,0.16,0.0,1100.0,160.0,0.0,2900.0,982.0,0.4,0.5696,0.51,6
1031,WATER QUALITY OF RIVER BRAHMAPUTRA,BRAHMAPUTRA AT PANDU,ASSAM,18.0,30.5,25.4,6.4,8.8,7.3,6.9,7.9,7.3,108.0,238.0,159.0,0.5,2.7,1.5,0.1,0.3,0.15,0.0,1100.0,386.0,300.0,3500.0,1545.0,0.4,0.5696,0.51,6
1299,WATER QUALITY OF RIVER BRAHMAPUTRA,BRAHMAPUTRA AT JOGIJHOGA,ASSAM,18.0,32.0,26.8,5.7,8.2,7.0,6.6,7.6,7.2,68.0,68.0,194.0,1.0,4.1,2.3,0.1,0.3,0.13,0.0,730.0,154.0,300.0,15000.0,2225.0,0.4,0.5696,0.51,6
2069,WATER QUALITY OF RIVER BRAHMAPUTRA,BRAHMPUTRA NEAR WATER INTAKEPT AT KACHARIGHAT- PANBAZAR,ASSAM,19.0,30.0,25.3,5.9,8.4,7.0,7.2,7.9,7.5,124.0,206.0,156.0,0.7,3.8,1.7,0.1,0.17,0.12,0.0,360.0,220.0,360.0,1500.0,740.0,0.4,0.5696,0.51,6
2064,WATER QUALITY OF RIVER BRAHMAPUTRA,BRAHMAPUTRA AT CHANDRAPUR,ASSAM,19.0,31.0,26.4,6.0,9.0,7.4,7.1,7.8,7.4,115.0,202.0,153.0,0.4,3.4,1.9,0.1,0.17,0.12,0.0,300.0,200.0,0.0,730.0,363.0,0.4,0.5696,0.51,6
2067,WATER QUALITY OF RIVER BRAHMAPUTRA,BRAHMPUTRA AT SUALKUCHI,ASSAM,20.0,29.0,26.0,6.5,8.6,7.8,7.0,7.8,7.3,133.0,209.0,169.0,0.8,1.6,1.1,0.1,0.3,0.16,0.0,1500.0,600.0,300.0,4300.0,1837.0,0.4,0.5696,0.51,6
2066,WATER QUALITY OF RIVER BRAHMAPUTRA,BRAHMAPUTRA AT DHUBRI,ASSAM,21.0,32.0,27.4,6.5,7.2,6.9,6.7,7.8,7.2,113.0,188.0,147.0,1.1,2.0,1.6,0.1,0.1,0.1,0.0,300.0,200.0,300.0,1500.0,720.0,0.4,0.5696,0.51,6
1796,WATER QUALITY OF RIVER DHANSIRI,FULL NAGARJAN,NAGALAND,17.0,30.0,25.0,2.0,6.2,4.3,7.6,8.3,7.9,169.0,169.0,258.0,0.4,1.2,0.6,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,7
1799,WATER QUALITY OF RIVER DHANSIRI,TOWN BOUNDARY BDGE(DIPHU RD),NAGALAND,15.0,27.0,23.0,2.6,6.0,4.0,7.7,7.9,7.8,168.0,231.0,199.0,0.4,5.6,1.8,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,7
1797,WATER QUALITY OF RIVER DHANSIRI,BRIDGE NEAR PURANA BAZAAR,NAGALAND,18.0,29.0,25.3,3.2,7.6,5.1,7.6,7.9,7.7,168.0,408.0,271.0,0.4,1.6,0.8,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,7
1800,WATER QUALITY OF RIVER DHANSIRI,NUTON BASTI,NAGALAND,22.0,29.0,25.3,0.2,3.0,1.1,7.2,7.5,7.4,160.0,450.0,287.0,2.0,6.8,3.4,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,7
1798,WATER QUALITY OF RIVER DHANSIRI,NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD),NAGALAND,16.0,30.0,25.0,2.8,7.0,4.7,7.7,7.8,7.8,168.0,411.0,273.0,0.8,2.4,1.3,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,7
1259,WATER QUALITY OF RIVER DHANSIRI,DHANSIRI AT GOLAGHAT,ASSAM,20.0,32.0,28.5,5.8,7.3,6.6,6.8,7.3,7.1,113.0,206.0,173.0,0.5,3.0,1.6,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,7
1928,WATER QUALITY OF RIVER DHANSIRI,DHANSIRI AT NAGALAND-ASSAMBORDER- DIMAPUR,NAGALAND,17.0,30.0,24.0,1.0,5.0,3.0,7.3,7.6,7.5,176.0,454.0,295.0,0.4,3.6,1.6,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,7
1930,WATER QUALITY OF TRIBUTARY STREAMS OF DHANSIRI-DZU,DZU DOWNSTREAM KOHIMA TOWN,NAGALAND,15.0,25.0,20.5,3.0,6.0,4.5,7.7,8.4,8.0,251.0,616.0,420.0,0.8,1.2,0.9,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,31
1929,WATER QUALITY OF TRIBUTARY STREAMS OF DHANSIRI-DZU,CHATHE AT MEDZIPHEMA- DIMAPUR,NAGALAND,21.0,30.0,26.3,3.6,5.0,4.2,7.5,8.1,7.8,84.0,338.0,172.0,0.4,1.6,0.8,0.12,1.27,0.58,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,31
1261,WATER QUALITY OF TRIBUTARY STREAMS- SUBANSIRI,SUBANSIRI ATGEREKAMUKH-ASSAM-(B/C BRAH.),ASSAM,16.0,23.0,20.8,8.8,9.1,8.9,6.5,7.6,7.0,64.0,145.0,104.0,1.1,2.6,1.7,0.1,0.14,0.11,15.0,220.0,94.0,0.0,360.0,91.0,0.4,0.5696,0.51,221
2061,WATER QUALITY OF TRIBUTARY STREAMS- KHARSANG,KHARSANG B/C BURIDIHING NEARKHARSANG,ASSAM,18.0,26.0,22.0,5.8,8.1,7.1,6.5,7.5,7.0,97.0,251.0,182.0,0.8,3.4,1.8,0.1,0.17,0.13,0.0,360.0,90.0,0.0,2000.0,501.0,0.4,0.5696,0.51,146
1422,WATER QUALITY OF TRIBUTARY STREAMS- BURHIDIHING,BURHIDIHING AT MARGHERITA,ASSAM,18.0,26.0,22.3,4.5,7.4,5.8,6.3,7.4,7.0,70.0,258.0,188.0,0.9,5.6,2.7,0.1,0.19,0.12,0.0,300.0,200.0,1.0,910.0,607.0,0.4,0.5696,0.51,82
2062,WATER QUALITY OF TRIBUTARY STREAMS- BURIDIHING,BURIDIHING NR DULIAJAN AT DOWNSTREAM-,ASSAM,19.0,30.0,24.0,4.1,7.0,5.7,5.9,7.6,6.6,114.0,162.0,129.0,0.3,3.5,2.1,0.1,0.18,0.13,0.0,300.0,100.0,1.0,2000.0,767.0,0.4,0.5696,0.51,83
2230,WATER QUALITY OF TRIBUTARY STREAMS- BURHIDIHING,BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),ASSAM,19.0,30.0,24.0,5.5,7.2,6.1,5.6,7.6,6.6,108.0,161.0,129.0,1.1,9.8,4.6,0.1,0.22,0.16,0.0,300.0,200.0,300.0,2000.0,1070.0,0.4,0.5696,0.51,82
2065,WATER QUALITY OF TRIBUTARY STREAMS- PAGLDIA,PAGLDIA NALBARI TOWN- NALBARI,ASSAM,20.0,30.0,26.3,6.0,8.0,6.9,7.7,8.1,7.9,207.0,264.0,242.0,0.8,2.0,1.2,0.1,0.14,0.12,0.0,360.0,120.0,0.0,730.0,244.0,0.4,0.5696,0.51,183
1530,WATER QUALITY OF TRIBUTARY STREAMS- DIGBOI,DIGBOI AT LAKHIPATHE-RES. FOREST,ASSAM,18.0,27.0,23.5,5.0,6.3,6.0,6.6,6.8,6.7,98.0,185.0,141.0,1.3,7.0,3.6,0.1,0.12,0.11,15.0,220.0,94.0,0.0,360.0,120.0,0.4,0.5696,0.51,95
2063,WATER QUALITY OF TRIBUTARY STREAMS- JAI BHARALI,JAI BHARALI NEAR BISWANATHCHARALI- SONITPUR,ASSAM,21.0,27.0,24.0,8.7,9.0,8.9,6.9,7.5,7.3,68.0,126.0,94.0,0.3,0.3,1.3,0.1,0.1,0.1,0.0,360.0,120.0,0.0,2300.0,767.0,0.4,0.5696,0.51,121
2237,WATER QUALITY OF TRIBUTARY STREAMS- KALONG,KALONG AT UPSTREAM OF ANANDARAM DEKIAL PHUKAN BRIDGE- NAGAON,ASSAM,28.0,31.0,29.3,5.2,10.3,7.6,6.5,6.8,6.7,82.0,244.0,142.0,1.9,3.7,3.0,0.1,0.14,0.11,300.0,360.0,330.0,730.0,2300.0,1515.0,0.4,0.5696,0.51,135
2059,WATER QUALITY OF TRIBUTARY STREAMS- KOLONG,KOLONG AT MARIGAON,ASSAM,19.0,33.0,27.7,5.7,8.5,7.1,7.0,8.0,7.6,72.0,188.0,111.0,0.7,2.4,1.6,0.1,0.14,0.11,0.0,700.0,233.0,0.0,730.0,487.0,0.4,0.5696,0.51,150
2060,WATER QUALITY OF TRIBUTARY STREAMS- MANAS,MANAS AT NH-31 CROSSING- BARPETA- DISTRICT,ASSAM,20.0,32.0,25.3,5.9,7.3,6.9,6.6,8.0,7.2,134.0,446.0,293.0,0.9,3.8,2.2,0.1,0.19,0.13,0.0,360.0,90.0,0.0,1400.0,530.0,0.4,0.5696,0.51,163
2058,WATER QUALITY OF TRIBUTARY STREAMS- DISANG,DISANG AT DILLIGHAT- DIBRUGARH,ASSAM,16.0,26.0,22.0,4.5,7.1,5.8,6.5,8.6,7.3,67.0,307.0,178.0,1.5,6.3,2.9,0.1,0.16,0.16,0.0,360.0,120.0,300.0,1500.0,1067.0,0.4,0.5696,0.51,98
1298,WATER QUALITY OF TRIBUTARY STREAMS- DISANG,DISANG AT GUNDAMGHAT,ASSAM,18.0,26.0,22.5,3.5,5.4,4.7,6.4,7.1,6.8,57.0,57.0,57.0,1.0,2.6,1.7,0.1,0.15,0.13,0.0,360.0,120.0,300.0,910.0,560.0,0.4,0.5696,0.51,98
1258,WATER QUALITY OF TRIBUTARY STREAMS- JHANJI,JHANJI AT N.H. CROSSING JORHAT,ASSAM,19.0,27.0,23.5,5.4,6.7,6.4,6.5,7.6,7.1,65.0,134.0,106.0,1.2,3.2,2.3,0.12,0.17,0.15,15.0,220.0,94.0,110.0,730.0,400.0,0.4,0.5696,0.51,123
1527,WATER QUALITY OF TRIBUTARY STREAMS- BHOGDOI,BHOGDOI AT JORHAT,ASSAM,19.0,27.0,24.5,5.4,7.3,6.1,6.4,7.6,7.1,75.0,157.0,127.0,0.7,3.6,2.3,0.1,0.16,0.12,0.0,910.0,547.0,300.0,15000.0,6033.0,0.4,0.5696,0.51,73
1531,WATER QUALITY OF TRIBUTARY STREAMS- MORA BHARALI,MORA BHARALI AT TEZPUR,ASSAM,21.0,27.0,24.8,6.6,7.1,6.9,7.0,8.5,7.9,134.0,255.0,189.0,0.8,4.5,2.4,0.1,0.15,0.12,0.0,300.0,100.0,300.0,1500.0,967.0,0.4,0.5696,0.51,173
1423,WATER QUALITY OF TRIBUTARY STREAMS- BORAK,BORAK AT PANCHAGRAM,ASSAM,15.0,16.0,15.7,7.0,7.3,7.2,6.8,7.5,7.2,85.0,156.0,127.0,0.8,3.7,2.0,0.1,0.12,0.11,0.0,300.0,200.0,300.0,910.0,637.0,0.4,0.5696,0.51,80
1528,WATER QUALITY OF TRIBUTARY STREAMS- BHARALU,BHARALU AT GUWAHATI,ASSAM,20.0,31.0,27.3,0.0,0.0,0.0,6.8,7.2,7.1,690.0,768.0,739.0,32.0,50.0,41.5,0.19,0.38,0.27,0.0,2000.0,970.0,1100.0,15000.0,8467.0,0.4,0.5696,0.51,69
1529,WATER QUALITY OF TRIBUTARY STREAMS- DEEPAR BEEL,DEEPAR BEEL,ASSAM,21.0,31.5,28.1,2.3,7.1,5.5,7.2,7.4,7.3,172.0,404.0,249.0,2.0,6.4,4.6,0.11,0.26,0.2,0.0,300.0,100.0,0.0,15000.0,5243.0,0.4,0.5696,0.51,93
2068,WATER QUALITY OF TRIBUTARY STREAMS- KATHAKAL,UPSTREAM OF KATHAKAL -MATIJURI,ASSAM,8.5,16.0,12.8,7.1,7.3,7.2,6.9,7.6,7.2,92.0,176.0,139.0,1.2,4.0,2.6,0.1,0.15,0.11,0.0,910.0,423.0,300.0,1500.0,1100.0,0.4,0.5696,0.51,142
1801,WATER QUALITY OF TRIBUTARY STREAMS- TEESTA,TEESTA A/C RIVERS LACHENCHU AND LACHUNGCHU AT CHUNGTHAANG,SIKKIM,14.0,24.0,19.1,20.0,26.0,23.1,5.9,7.0,6.5,250.0,280.0,268.0,2.3,3.4,2.6,2.2,2.5,2.31,23.0,50.0,28.0,10.0,130.0,79.0,0.4,0.5696,0.51,225
1807,WATER QUALITY OF TRIBUTARY STREAMS- TEESTA,TEESTA A/C RANICHU AT SINGTAM,SIKKIM,14.0,24.0,19.1,16.0,28.0,20.2,5.5,7.0,6.3,260.0,320.0,293.0,3.3,4.4,3.9,2.2,3.2,2.7,50.0,700.0,123.0,130.0,130.0,251.0,0.4,0.5696,0.51,225
1808,WATER QUALITY OF TRIBUTARY STREAMS- TEESTA,TEESTA A/C RANGICHU AFTERMEETING THE INDL EFFLUENTS FROM THE TOWN RANICHU,SIKKIM,14.0,24.0,19.1,14.0,24.0,19.3,6.0,6.5,6.1,260.0,300.0,283.0,4.0,4.5,4.3,2.0,3.2,2.7,40.0,170.0,80.0,110.0,300.0,258.0,0.4,0.5696,0.51,225
1809,WATER QUALITY OF TRIBUTARY STREAMS- TEESTA,TEESTA AT MELLI DOWNSTREAM,SIKKIM,14.0,24.0,19.1,14.0,14.0,18.6,6.0,6.5,6.2,270.0,310.0,288.0,3.5,3.5,4.3,2.1,3.8,2.8,60.0,170.0,101.0,140.0,900.0,404.0,0.4,0.5696,0.51,225
1947,WATER QUALITY OF TRIBUTARY STREAMS- TEESTA,TEESTA AT SILIGURI,WEST BENGAL,14.0,24.0,19.1,8.0,10.0,8.6,7.0,7.9,7.3,108.0,114.0,111.0,0.3,6.2,2.9,0.05,0.45,0.25,11000.0,225000.0,77333.0,17000.0,390000.0,116167.0,0.4,0.5696,0.51,225
1802,WATER QUALITY OF TRIBUTARY STREAMS- DIKCHU,DIKCHU B/C RIVER TEESTA NEARNHPC HYDROELECTRIC POWER PROJECT- SIKKIM,SIKKIM,23.0,29.0,26.3,20.0,28.0,22.9,6.0,6.8,6.4,270.0,280.0,278.0,2.0,3.4,2.4,2.0,2.5,2.3,22.0,60.0,27.0,40.0,140.0,91.0,0.4,0.5696,0.51,96
1803,WATER QUALITY OF TRIBUTARY STREAMS- MANEY KHOLA,MANEY KHOLA AT BURTUK NEARARMY BASE CAMP- 4 KM UPSTREAM OF GANGTOK- SIKKIM,SIKKIM,23.0,29.0,26.3,18.0,30.0,22.4,6.0,7.0,6.5,260.0,320.0,293.0,2.3,4.2,3.2,2.0,3.1,2.32,23.0,80.0,35.0,50.0,170.0,114.0,0.4,0.5696,0.51,165
1804,WATER QUALITY OF TRIBUTARY STREAMS- MANEY KHOLA,MANEY KHOLA A/C RAY KHOLA ATADAMPOOL AFTER MEETING WASTE OF STP- GANGTOK,SIKKIM,23.0,29.0,26.3,18.0,23.1,23.1,6.0,6.8,6.2,230.0,280.0,256.0,2.4,3.8,3.3,2.0,2.5,2.37,26.0,70.0,37.0,60.0,170.0,132.0,0.4,0.5696,0.51,165
1805,WATER QUALITY OF TRIBUTARY STREAMS- RANICHU AND RORACHU,AFTER CONFLUENCE OF RANICHU AND RORACHU AT RANIPOOL- SIKKIM,SIKKIM,23.0,29.0,26.3,18.0,28.0,22.4,6.0,6.8,6.4,250.0,300.0,277.0,3.0,4.3,3.6,2.0,3.0,2.54,33.0,90.0,48.0,90.0,280.0,172.0,0.4,0.5696,0.51,195
1806,WATER QUALITY OF TRIBUTARY STREAMS- RANICHU,RANICHU BEFORE CONFLUENCEWITH RIVER TEESTA AT SINGTAM,SIKKIM,23.0,29.0,26.3,16.0,25.0,20.9,6.0,6.5,6.2,240.0,300.0,283.0,3.2,4.5,3.8,2.0,3.0,2.53,30.0,110.0,52.0,80.0,240.0,190.0,0.4,0.5696,0.51,194
2229,WATER QUALITY OF TRIBUTARY STREAMS- KUNDLI,KUNDLI AT KUNDLI/ SAPAKHOWA- SADIA.,ASSAM,15.0,27.0,22.0,6.1,8.8,7.4,7.3,7.3,7.5,91.0,237.0,144.0,0.7,1.8,1.3,0.1,0.19,0.14,15.0,220.0,94.0,300.0,910.0,453.0,0.4,0.5696,0.51,156
2231,WATER QUALITY OF TRIBUTARY STREAMS- DIKHOW,DIKHOW AT DIKHOW BDGSIVASAGAR,ASSAM,20.0,27.0,23.5,4.5,7.2,7.2,6.8,7.5,7.2,90.0,228.0,150.0,0.4,2.1,1.6,0.1,0.3,0.15,0.0,360.0,90.0,1.0,2800.0,1003.0,0.4,0.5696,0.51,97
2232,WATER QUALITY OF TRIBUTARY STREAMS- KOHORA,KOHORA AT N.H. CROSSING- KOHORA,ASSAM,18.0,36.0,29.0,5.9,7.5,6.7,6.8,7.3,7.1,51.0,115.0,76.0,0.7,3.4,1.8,0.1,0.17,0.12,0.0,360.0,90.0,270.0,4300.0,1493.0,0.4,0.5696,0.51,148
2233,WATER QUALITY OF TRIBUTARY STREAMS- BOGINADI,BOGINADI NR BDG NH-52-LAKHIMPUR,ASSAM,17.0,25.0,22.3,8.1,8.7,8.5,6.6,7.5,7.1,94.0,143.0,128.0,2.5,3.3,2.8,0.1,0.1,0.1,0.0,300.0,75.0,0.0,730.0,273.0,0.4,0.5696,0.51,78
2234,WATER QUALITY OF TRIBUTARY STREAMS- RANGA,RANGA NADI DOWNSTREAM OF HYDEL PROJECT,ASSAM,20.0,26.0,23.5,7.7,8.5,8.3,6.6,7.4,7.1,85.0,150.0,116.0,1.0,5.2,3.0,0.1,0.12,0.11,0.0,360.0,90.0,0.0,730.0,273.0,0.4,0.5696,0.51,193
2236,WATER QUALITY OF TRIBUTARY STREAMS- KAPILI,KAPILI AT DHARMTUL BRIDGE- NH-31- NAGAON,ASSAM,26.0,28.0,27.0,6.3,9.0,7.3,6.4,6.5,6.5,74.0,92.0,85.0,1.2,2.0,1.5,0.1,0.11,0.1,0.0,910.0,455.0,1.0,2300.0,1001.0,0.4,0.5696,0.51,139
2238,WATER QUALITY OF TRIBUTARY STREAMS- BEKI,BEKI AT NH-37 CROSSING AT BARPETA ROAD,ASSAM,18.0,31.0,24.5,6.4,7.8,7.1,6.3,7.6,6.8,133.0,159.0,145.0,0.8,5.2,3.2,0.1,0.13,0.11,0.0,360.0,90.0,0.0,910.0,485.0,0.4,0.5696,0.51,66
2239,WATER QUALITY OF TRIBUTARY STREAMS- SANKOSH,SANKOSH- DHUBRI,ASSAM,22.0,31.0,27.5,6.4,7.1,6.9,7.0,7.9,7.4,67.0,126.0,98.0,0.4,1.2,0.7,0.1,0.16,0.14,0.0,910.0,228.0,0.0,916.0,230.0,0.4,0.5696,0.51,205
2240,WATER QUALITY OF TRIBUTARY STREAMS- BARAK,BARAK AT DOWNSTREAM OF SILCHAR,ASSAM,9.0,15.3,12.6,7.0,7.2,7.1,6.7,7.5,7.2,100.0,184.0,145.0,2.0,4.0,2.8,0.1,0.19,0.14,0.0,360.0,220.0,720.0,2000.0,1373.0,0.4,0.5696,0.51,62
2241,WATER QUALITY OF TRIBUTARY STREAMS- SONAI,SONAI AT SONAI,ASSAM,8.5,27.5,15.8,6.5,7.9,7.3,6.9,7.5,7.2,33.0,171.0,94.0,0.7,6.0,3.8,0.1,0.13,0.11,0.0,910.0,303.0,0.0,2300.0,887.0,0.4,0.5696,0.51,218
2242,WATER QUALITY OF TRIBUTARY STREAMS- KUSHIARA,KUSHIARA AT KARIMGANJ,ASSAM,8.5,15.0,12.5,7.0,7.3,7.1,6.7,7.6,7.2,70.0,153.0,123.0,0.7,2.5,1.6,0.1,0.18,0.13,0.0,360.0,120.0,300.0,910.0,503.0,0.4,0.5696,0.51,158
2523,WATER QUALITY OF TRIBUTARY STREAMS- KAROLA,KAROLA- DOWNSTREAM OF JALPAIGURI- NEAR MIN BHAWAN,WEST BENGAL,19.0,33.0,26.4,6.1,9.9,7.7,6.6,7.3,7.0,8.0,106.0,79.0,1.1,6.1,2.9,0.02,0.42,0.19,7000.0,260000.0,92818.0,11000.0,2200000.0,11000.0,0.4,0.5696,0.51,140
2524,WATER QUALITY OF TRIBUTARY STREAMS- KALJANI,KALJANI DOWNSTREAM OF ALIPURDWAR-MUNICIPALITY DISCHARGE POINT,WEST BENGAL,19.0,32.0,26.1,6.3,8.6,7.4,6.6,7.6,7.2,125.0,182.0,139.0,0.8,4.7,2.7,0.03,0.36,0.19,8000.0,260000.0,72200.0,17000.0,320000.0,102100.0,0.4,0.5696,0.51,134
2235,WATER QUALITY OF TRIBUTARY STREAMS- PANCHNAI,PANCHNAI AT NH-52 CROSSING- ORANG,ASSAM,18.0,24.0,21.5,8.2,8.6,8.4,6.7,8.2,7.5,94.0,134.0,110.0,0.5,5.3,2.0,0.1,0.13,0.11,0.0,2300.0,575.0,0.0,4300.0,1525.0,0.4,0.5696,0.51,186
1232,WATER QUALITY OF RIVER MAHI,MAHI (DOWNSTREAM) CONF WITH R. CHAP(UNDER SAGWARA-SARHI RD. BDG.),RAJASTHAN,21.0,36.5,28.4,3.2,8.4,5.4,8.1,9.1,8.5,390.0,1310.0,581.0,0.6,2.1,1.0,0.08,1.7,0.85,3.0,7.0,4.0,7.0,28.0,16.0,0.4,0.5696,0.51,8
1863,WATER QUALITY OF RIVER MAHI,MAHI AT UMETA BRIDGE,GUJARAT,25.0,25.0,25.0,7.8,7.8,7.8,8.3,8.3,8.3,517.0,517.0,517.0,1.0,1.0,1.0,0.36,0.36,0.36,4.0,4.0,4.0,21.0,21.0,21.0,0.4,0.5696,0.51,8
1864,WATER QUALITY OF RIVER MAHI,MAHI AT MUJPUR,GUJARAT,18.0,28.0,23.2,7.2,8.0,7.8,7.6,8.5,7.8,387.0,878.0,578.0,2.0,3.1,2.5,0.22,0.4,0.34,3.0,4.0,4.0,11.0,14.0,13.0,0.4,0.5696,0.51,8
4,WATER QUALITY OF RIVER MAHI,MAHI AT SEVALIA,GUJARAT,25.0,28.0,26.6,6.9,8.3,7.6,7.4,8.7,8.1,291.0,490.0,418.0,0.9,5.0,3.3,0.0,0.92,0.22,2.0,6.0,3.0,7.0,17.0,9.0,0.4,0.5696,0.51,8
5,WATER QUALITY OF RIVER MAHI,MAHI AT VASAD,GUJARAT,25.0,25.0,25.0,8.8,8.8,8.8,8.3,8.3,8.3,561.0,561.0,561.0,2.0,2.0,2.0,0.38,0.38,0.38,3.0,3.0,3.0,9.0,9.0,9.0,0.4,0.5696,0.51,8
1229,WATER QUALITY OF RIVER MAHI,MAHI NEAR RAJASTHAN BORDER ATKADANA DAM,GUJARAT,25.0,28.0,27.1,7.1,8.9,7.7,7.4,8.6,8.3,274.0,404.0,354.0,1.7,5.0,3.4,0.0,0.86,0.14,2.0,7.0,4.0,7.0,21.0,14.0,0.4,0.5696,0.51,8
1230,WATER QUALITY OF RIVER MAHI,MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA),GUJARAT,24.0,30.0,27.5,7.0,8.2,7.7,7.3,8.7,8.3,256.0,415.0,348.0,1.1,8.0,3.2,0.0,0.18,0.05,2.0,9.0,4.0,7.0,23.0,14.0,0.4,0.5696,0.51,8
2102,WATER QUALITY OF TRIBUTARY STREAMS OF MAHI-SHIVNA,SHIVNA AT RAMGHAT- MANDSAUR,MADHYA PRADESH,20.0,32.0,26.6,7.2,7.5,7.3,7.2,8.6,7.6,306.0,550.0,423.0,1.4,4.0,2.5,0.03,2.18,0.93,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,37
2103,WATER QUALITY OF TRIBUTARY STREAMS OF MAHI-JAMMER,JAMMER AT DHOLOWAD- RATLAM,MADHYA PRADESH,25.0,32.0,28.7,5.4,7.6,7.1,7.2,8.1,7.6,112.0,440.0,312.0,1.0,3.0,2.0,0.0,1.8,0.72,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,34
2104,WATER QUALITY OF TRIBUTARY STREAMS OF MAHI-MALEI,MALEI AT JAORA,MADHYA PRADESH,25.0,29.0,26.8,6.8,7.5,7.2,7.1,8.5,7.6,114.0,520.0,364.0,0.6,1.2,0.9,0.0,2.46,1.48,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,35
2105,WATER QUALITY OF TRIBUTARY STREAMS OF MAHI-CHILLAR,CHILLAR AT SHAJAPUR,MADHYA PRADESH,24.0,30.0,27.4,6.4,7.5,7.1,7.0,7.8,7.5,302.0,490.0,426.0,1.0,3.0,2.1,0.04,4.56,0.99,15.0,220.0,94.0,80.0,540.0,309.0,0.4,0.5696,0.51,33
1228,WATER QUALITY OF TRIBUTARY STREAMS OF MAHI-ANAS,ANAS AT DAHOD-(KUSHALGARH)-PANCHMAHAL,GUJARAT,26.0,28.0,27.0,6.9,7.0,7.0,8.4,8.6,8.5,433.0,903.0,668.0,5.0,5.0,5.0,0.09,0.26,0.17,4.0,4.0,4.0,17.0,17.0,17.0,0.4,0.5696,0.51,32
1227,WATER QUALITY OF TRIBUTARY STREAMS OF MAHI-PANAM,PANAM AT LUNAWADA,GUJARAT,26.0,28.0,27.0,3.0,8.0,5.5,8.5,8.6,8.6,376.0,406.0,391.0,3.0,5.0,4.0,0.0,0.06,0.03,2.0,7.0,5.0,8.0,21.0,15.0,0.4,0.5696,0.51,36
1482,WATER QUALITY OF RIVER SABARMATI,"SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FROM ORIGIN",GUJARAT,22.0,22.0,22.0,7.1,7.1,7.1,8.1,8.1,8.1,506.0,506.0,506.0,4.0,4.0,4.0,0.47,0.47,0.47,90.0,90.0,90.0,430.0,430.0,430.0,0.4,0.5696,0.51,10
1222,WATER QUALITY OF TRIBUTARY STREAMS OF SABARMATI-SHEDHI,SHEDHI AT KHEDA,GUJARAT,28.0,28.0,28.0,7.4,7.9,7.7,8.3,8.5,8.4,2060.0,3830.0,2945.0,2.9,32.0,17.5,0.18,0.36,0.27,6.0,7.0,7.0,20.0,40.0,30.0,0.4,0.5696,0.51,40
